user_id,time_stamp,experiment_group,purchase,ad_exposure_count,peak_exposure_day,peak_exposure_hour,new_customer,device_type,traffic_source,sessions_7d,pageviews_session,time_on_site_sec,product_page_views,add_to_cart,banner_shown,banner_click,order_value_gbp,gender,age,region,education
185620,2024-02-05 13:44:14,control,0,8.0,Friday,11.0,1,tablet,social,3,4.0,199.24687709196604,3.0,0,1,0,,female,63.0,Scotland,college
840942,2024-02-07 13:10:36,variant,0,13.0,,21.0,0,mobile,email,0,10.0,2.791295772419726,1.0,0,1,0,,male,55.0,South,college
673638,2024-02-03 12:14:09,variant,0,4.0,Monday,21.0,1,mobile,,5,8.0,263.6349527892715,2.0,0,0,0,,male,60.0,South,postgraduate
814442,2024-01-08 14:45:57,control,0,35.0,Tuesday,14.0,0,mobile,email,1,6.0,104.94472343790711,1.0,0,1,0,,female,55.0,Scotland,college
49299,2024-01-13 18:00:28,control,1,141.0,Sunday,18.0,0,desktop,email,2,6.0,160.57260727209004,1.0,0,1,0,99.42960656528813,female,40.0,London,college
169324,2024-01-14 04:30:58,control,0,19.0,Tuesday,9.0,1,mobile,paid_search,1,8.0,33.215170230961725,1.0,0,1,0,,,43.0,North,graduate
472787,2024-02-24 14:13:23,control,0,6.0,Sunday,8.0,0,mobile,email,1,9.0,227.97395726576173,1.0,0,1,0,,female,34.0,South,college
168307,2024-01-30 05:13:34,control,0,11.0,Sunday,15.0,1,desktop,paid_search,1,8.0,201.1669160259994,2.0,1,1,0,,female,60.0,South,graduate
433677,2024-01-23 01:22:12,control,0,13.0,Friday,14.0,0,mobile,email,3,7.0,144.17369892389797,,0,0,0,,female,35.0,,college
214960,2024-02-22 02:52:26,control,0,34.0,Thursday,,0,mobile,paid_search,5,5.0,89.29464572084335,1.0,0,1,0,,female,57.0,Scotland,
191112,2024-02-18 22:43:16,control,0,5.0,Saturday,,0,mobile,social,3,5.0,76.99902799415635,3.0,0,0,0,,female,27.0,North,high_school
324076,2024-01-30 09:19:27,variant,1,32.0,Monday,20.0,0,desktop,organic,2,11.0,249.0985285390401,0.0,0,1,1,72.17077652386837,,62.0,London,college
163057,2024-02-07 04:05:37,control,0,43.0,Monday,10.0,1,desktop,,2,8.0,66.58124485517632,,0,0,0,,female,24.0,London,
326461,2024-01-22 08:15:28,control,0,1.0,Monday,15.0,0,mobile,paid_search,2,13.0,257.7659890026096,3.0,0,0,0,,female,38.0,London,graduate
707915,2024-02-21 21:36:23,control,0,31.0,Monday,11.0,0,mobile,email,1,5.0,57.18927652140745,1.0,0,1,0,,female,36.0,Scotland,graduate
656085,2024-01-22 18:05:49,variant,0,1.0,Wednesday,13.0,0,mobile,paid_search,4,7.0,84.61760264748325,2.0,0,1,0,,male,36.0,North,college
289490,2024-02-19 09:01:25,control,0,2.0,Saturday,7.0,1,mobile,organic,6,5.0,170.21289843849812,2.0,0,1,0,,female,42.0,South,high_school
640848,2024-02-04 12:08:45,control,0,7.0,Monday,,0,mobile,social,2,6.0,156.35040924254463,1.0,1,0,0,,female,33.0,South,
244733,2024-02-17 22:03:10,control,0,5.0,Friday,20.0,1,mobile,organic,1,8.0,210.5710562109556,2.0,0,1,0,,female,51.0,London,college
749898,2024-02-27 11:53:30,variant,1,,Saturday,22.0,0,mobile,organic,2,6.0,122.7440174173022,3.0,0,1,0,88.57000708246981,male,58.0,Midlands,college
66110,2024-01-30 19:14:41,variant,0,2.0,Sunday,12.0,1,mobile,paid_search,1,10.0,78.28638595480213,,0,1,0,,male,37.0,London,college
624209,2024-02-16 20:51:54,variant,0,1.0,Thursday,8.0,1,mobile,paid_search,1,6.0,141.5961295739528,0.0,0,0,0,,male,,South,college
42808,2024-02-08 18:45:55,control,0,15.0,Thursday,16.0,0,mobile,organic,1,9.0,83.14141997746037,1.0,0,0,0,,female,46.0,North,college
236377,2024-01-23 02:40:08,variant,0,13.0,Monday,20.0,1,mobile,organic,1,9.0,28.74929150504517,,0,1,0,,male,42.0,London,postgraduate
465292,2024-02-23 17:19:12,control,0,21.0,,12.0,0,tablet,paid_search,3,4.0,153.9229699313574,1.0,0,0,0,,female,54.0,North,graduate
159724,2024-02-12 11:47:46,variant,0,47.0,Friday,,1,desktop,paid_search,2,3.0,83.67334546662485,2.0,0,1,0,,male,36.0,South,graduate
197703,2024-02-24 04:38:26,variant,0,20.0,Monday,11.0,0,mobile,social,0,8.0,116.2226300289546,2.0,0,1,0,,male,55.0,Scotland,
750011,2024-02-20 13:38:43,control,0,2.0,Friday,,1,desktop,social,2,6.0,33.11232627156769,1.0,0,1,0,,female,25.0,North,
348846,2024-01-30 03:57:59,control,0,5.0,Tuesday,17.0,0,mobile,social,6,9.0,218.0801770075225,0.0,0,1,0,,female,28.0,South,college
155032,2024-01-04 07:56:21,control,0,2.0,Sunday,16.0,0,mobile,social,3,6.0,66.78081948706426,2.0,0,1,0,,female,25.0,London,college
275901,2024-02-02 14:45:44,control,0,55.0,Saturday,18.0,0,desktop,,3,7.0,246.08671626892,1.0,0,1,0,,female,37.0,North,college
723522,2024-01-02 05:10:00,control,0,12.0,Saturday,14.0,0,desktop,paid_search,0,7.0,312.807141191795,2.0,0,1,0,,female,35.0,North,graduate
111070,2024-02-10 07:30:27,variant,0,11.0,Thursday,8.0,1,mobile,paid_search,1,5.0,,1.0,0,1,0,,male,52.0,North,college
248521,2024-02-13 14:31:21,variant,0,6.0,Wednesday,23.0,1,mobile,organic,1,6.0,185.6310102690172,2.0,0,1,0,,male,40.0,South,postgraduate
445390,2024-02-06 12:38:50,control,0,2.0,Saturday,16.0,1,mobile,social,0,9.0,186.9986533865456,2.0,0,1,0,,female,42.0,South,high_school
645439,2024-01-27 06:44:34,variant,0,17.0,Sunday,10.0,0,tablet,social,3,8.0,123.6990118546196,1.0,0,1,0,,male,45.0,London,postgraduate
232840,2024-01-10 18:23:46,variant,0,1.0,Saturday,22.0,1,tablet,paid_search,3,8.0,101.88084509050984,0.0,0,1,0,,male,34.0,North,college
386299,2024-01-17 17:58:10,variant,0,7.0,Thursday,20.0,1,mobile,organic,0,4.0,220.67834059319043,2.0,0,1,0,,male,29.0,,college
220354,2024-02-11 13:33:59,variant,0,,Wednesday,13.0,1,mobile,organic,2,11.0,110.92233829030896,0.0,0,0,0,,male,45.0,Wales,high_school
723902,2024-01-17 21:42:07,control,0,6.0,Friday,23.0,1,mobile,organic,2,8.0,133.0909960627767,1.0,0,1,0,,female,,South,college
466124,2024-02-06 13:58:23,control,0,1.0,Wednesday,16.0,1,desktop,organic,1,9.0,83.67144189966783,4.0,0,1,0,,female,35.0,Midlands,college
817117,2024-01-23 04:33:14,control,0,6.0,Sunday,13.0,0,mobile,organic,3,7.0,241.88209982773023,0.0,0,1,1,,female,18.0,South,high_school
237689,2024-01-22 12:49:18,control,0,4.0,Tuesday,11.0,0,tablet,paid_search,0,8.0,79.41187812656848,2.0,0,1,0,,female,30.0,Wales,high_school
614454,2024-01-01 12:02:25,control,0,40.0,Wednesday,12.0,1,mobile,social,1,4.0,128.33742087981673,2.0,0,1,0,,female,18.0,Midlands,college
163292,2024-02-03 22:32:48,control,0,2.0,Friday,13.0,1,mobile,paid_search,4,6.0,134.59132412126263,,0,1,0,,female,49.0,London,postgraduate
356495,2024-02-16 04:22:04,variant,0,10.0,Monday,20.0,0,mobile,paid_search,3,4.0,364.1179307290976,2.0,0,1,0,,male,39.0,South,high_school
211063,2024-02-25 08:08:08,control,0,6.0,Wednesday,17.0,0,tablet,,3,9.0,35.02061615430028,0.0,0,1,0,,female,41.0,London,college
224155,2024-02-25 02:22:05,control,0,17.0,Sunday,17.0,0,desktop,social,2,14.0,493.9663012251647,2.0,0,0,0,,female,43.0,Midlands,college
363696,2024-02-05 05:05:31,variant,0,14.0,Monday,10.0,0,desktop,organic,4,6.0,,0.0,0,0,0,,male,46.0,South,postgraduate
289752,2024-02-14 22:46:58,control,0,32.0,Friday,12.0,1,desktop,social,3,6.0,19.458807474092573,1.0,1,0,0,,female,36.0,South,college
646336,2024-01-17 13:05:37,control,0,,Monday,,1,mobile,paid_search,3,5.0,227.81457225251648,3.0,0,0,0,,female,49.0,London,high_school
761694,2024-01-29 07:13:01,control,0,42.0,Saturday,11.0,1,mobile,paid_search,4,5.0,279.84113827870885,0.0,0,0,0,,male,54.0,London,high_school
676143,2024-02-07 10:45:57,variant,0,1.0,Thursday,20.0,1,desktop,organic,3,7.0,132.8188575733232,0.0,0,1,0,,other,45.0,South,high_school
584421,2024-02-28 16:07:21,control,0,11.0,Monday,18.0,0,mobile,paid_search,1,5.0,194.72928793269816,0.0,0,1,0,,female,50.0,South,graduate
94972,2024-01-07 11:04:30,control,0,19.0,Monday,19.0,1,desktop,,5,6.0,166.5623862719969,0.0,0,1,0,,female,40.0,London,high_school
347154,2024-02-27 22:17:10,control,0,111.0,Monday,11.0,0,mobile,paid_search,3,11.0,126.5317321137448,1.0,0,1,0,,female,42.0,Midlands,college
727033,2024-01-14 12:44:51,control,0,9.0,Monday,8.0,0,desktop,organic,5,9.0,103.45597647124868,0.0,0,1,0,,female,57.0,London,college
674782,2024-02-08 21:14:21,control,0,2.0,Sunday,16.0,1,desktop,organic,1,7.0,94.33927325960391,1.0,0,1,0,,female,53.0,North,postgraduate
50188,2024-01-25 22:54:22,control,0,211.0,Friday,0.0,0,mobile,social,1,5.0,363.5564830427748,0.0,0,0,0,,female,23.0,Wales,high_school
105058,2024-01-06 22:47:41,control,0,1.0,Friday,16.0,1,mobile,email,3,5.0,84.32267464466172,3.0,1,1,0,,female,50.0,South,high_school
516783,2024-02-09 16:21:55,control,0,2.0,Sunday,7.0,1,mobile,social,3,7.0,53.93279426528483,1.0,0,0,0,,female,43.0,South,postgraduate
775749,2024-02-20 19:07:10,control,0,8.0,Wednesday,18.0,1,mobile,organic,1,10.0,159.93479585517713,1.0,0,1,1,,female,34.0,Wales,high_school
74389,2024-02-09 11:43:16,variant,0,14.0,Thursday,9.0,0,mobile,paid_search,0,10.0,17.889467654410595,2.0,0,0,0,,male,57.0,North,college
684722,2024-02-29 06:52:30,variant,0,1.0,Sunday,18.0,1,mobile,paid_search,4,9.0,204.1136881669508,0.0,0,1,0,,male,,London,college
254800,2024-01-20 04:32:01,control,0,10.0,Saturday,14.0,0,desktop,paid_search,2,7.0,157.98446654308077,0.0,0,1,0,,female,31.0,London,postgraduate
133525,2024-01-18 04:02:02,variant,0,15.0,Sunday,13.0,1,mobile,organic,5,7.0,105.11136851800576,1.0,1,0,0,,male,23.0,North,postgraduate
565109,2024-01-25 02:31:25,control,0,23.0,,11.0,0,desktop,social,2,7.0,275.65470290432285,0.0,0,0,0,,female,37.0,Midlands,graduate
754636,2024-02-20 00:54:14,control,0,,Wednesday,,1,tablet,organic,0,7.0,92.4999490340258,1.0,1,1,0,,female,40.0,South,college
454728,2024-01-08 21:57:01,variant,0,55.0,Tuesday,14.0,1,mobile,email,1,5.0,15.802801999074529,0.0,0,1,0,,male,34.0,North,college
853028,2024-01-12 01:31:38,variant,0,2.0,Thursday,22.0,0,desktop,social,4,7.0,,1.0,0,1,0,,other,25.0,South,
64880,2024-02-18 21:03:10,control,0,18.0,Monday,16.0,0,mobile,paid_search,1,6.0,196.2983285596721,1.0,0,0,0,,female,29.0,London,high_school
854342,2024-01-08 01:42:49,control,0,64.0,Sunday,19.0,0,mobile,social,2,4.0,101.11562769289878,3.0,0,0,0,,female,52.0,South,college
761333,2024-02-16 23:12:07,control,0,9.0,Thursday,17.0,1,desktop,social,4,12.0,67.61475701234367,0.0,0,1,0,,female,46.0,Midlands,high_school
176530,2024-02-02 18:07:07,control,0,12.0,Thursday,12.0,0,desktop,social,3,9.0,116.12507152037637,1.0,0,0,0,,female,48.0,South,graduate
217345,2024-02-07 00:23:18,control,0,7.0,Friday,12.0,1,desktop,paid_search,2,8.0,113.84127802398233,1.0,0,1,0,,female,43.0,Scotland,graduate
418441,2024-01-13 02:33:13,control,0,5.0,Saturday,21.0,1,desktop,email,1,9.0,133.6859276266144,2.0,0,1,0,,female,62.0,London,high_school
21148,2024-01-09 19:42:39,variant,0,1.0,Friday,15.0,1,mobile,email,2,7.0,338.76064530914925,1.0,0,1,0,,male,55.0,Midlands,graduate
587076,2024-01-21 18:48:17,variant,1,40.0,Tuesday,,1,desktop,paid_search,1,4.0,60.842808126697335,2.0,0,0,0,125.69893612853808,,36.0,North,high_school
66856,2024-01-04 07:47:03,control,0,43.0,Monday,12.0,1,desktop,organic,1,11.0,182.72519200304217,3.0,0,1,0,,female,,Wales,high_school
208791,2024-01-04 22:07:59,control,0,33.0,Sunday,18.0,0,mobile,social,4,8.0,27.08869982135425,1.0,0,0,0,,female,48.0,North,graduate
465938,2024-01-06 23:32:03,control,0,3.0,,19.0,1,mobile,email,2,7.0,116.81069355739986,2.0,0,1,0,,female,49.0,North,high_school
520407,2024-02-20 01:39:28,control,0,69.0,Tuesday,11.0,1,mobile,organic,4,8.0,58.16591593391476,0.0,0,1,0,,female,54.0,Scotland,
394737,2024-02-17 12:02:05,variant,0,34.0,Friday,21.0,0,desktop,paid_search,0,8.0,207.00959142442267,1.0,0,0,0,,male,63.0,Midlands,postgraduate
291467,2024-02-06 10:32:15,variant,0,10.0,Friday,12.0,1,desktop,social,2,6.0,99.09145213096885,1.0,0,1,0,,male,55.0,Scotland,college
115787,2024-02-25 05:06:18,variant,0,15.0,Wednesday,21.0,0,desktop,social,2,7.0,153.3859871980472,,0,1,0,,male,47.0,Wales,graduate
331538,2024-02-27 09:56:15,control,0,6.0,Thursday,13.0,0,desktop,organic,1,8.0,243.81380355525263,0.0,0,1,0,,female,56.0,Scotland,high_school
60964,2024-01-22 16:53:10,control,0,9.0,Tuesday,14.0,1,mobile,social,6,6.0,100.96054611642867,,0,0,0,,female,48.0,Scotland,college
223893,2024-02-19 03:34:25,variant,0,49.0,Saturday,10.0,0,mobile,organic,2,7.0,142.63117538877717,1.0,0,1,0,,male,32.0,North,college
146885,2024-01-10 17:36:36,control,0,29.0,Wednesday,12.0,1,mobile,organic,0,10.0,88.5163231531587,1.0,1,1,0,,female,26.0,Midlands,graduate
26707,2024-01-26 13:48:58,control,0,43.0,Thursday,10.0,0,mobile,social,3,5.0,,1.0,0,1,0,,female,25.0,Scotland,college
616138,2024-02-24 01:25:10,control,0,16.0,,17.0,1,mobile,organic,2,8.0,251.9691832760253,1.0,0,1,0,,female,58.0,North,college
462481,2024-02-08 19:35:19,control,1,191.0,Wednesday,,0,mobile,social,3,5.0,79.40898157193404,1.0,0,1,0,81.94217518693148,female,35.0,South,college
283689,2024-01-01 08:08:01,control,0,,Tuesday,11.0,0,mobile,social,1,6.0,224.5760391346939,2.0,0,1,0,,female,46.0,Midlands,high_school
820541,2024-01-25 23:23:36,variant,0,9.0,Sunday,16.0,1,tablet,social,5,6.0,161.25097414283888,,1,0,0,,male,36.0,London,postgraduate
60891,2024-02-12 16:59:45,variant,0,6.0,Sunday,20.0,0,desktop,social,1,7.0,212.80878805373672,2.0,0,1,0,,male,30.0,North,graduate
8579,2024-02-15 02:19:43,variant,0,12.0,Saturday,12.0,1,mobile,organic,0,7.0,199.0437077157483,4.0,0,1,0,,male,26.0,London,
649373,2024-02-15 23:32:52,control,0,32.0,Saturday,22.0,1,tablet,paid_search,0,10.0,109.44005151522192,3.0,0,0,0,,female,18.0,Midlands,college
2476,2024-02-04 23:20:07,control,1,59.0,Wednesday,12.0,0,mobile,paid_search,1,6.0,261.83613731675536,1.0,0,1,0,65.6582936944124,female,56.0,South,college
326450,2024-01-25 08:47:01,control,0,10.0,Wednesday,2.0,1,desktop,organic,3,9.0,208.17786914655304,,0,0,0,,female,42.0,London,graduate
609623,2024-01-06 05:39:33,variant,0,4.0,Thursday,,0,desktop,paid_search,1,8.0,33.81397331454534,1.0,1,1,1,,male,57.0,Midlands,graduate
602415,2024-02-23 09:10:13,variant,0,18.0,Saturday,12.0,1,mobile,paid_search,1,9.0,140.33930230422695,3.0,1,1,0,,male,23.0,South,high_school
397230,2024-02-06 17:43:50,control,0,17.0,Sunday,10.0,0,mobile,paid_search,4,6.0,,2.0,0,1,0,,female,34.0,Scotland,graduate
140281,2024-01-22 21:33:32,control,0,4.0,Friday,20.0,1,desktop,paid_search,2,5.0,175.2775086050609,1.0,0,1,0,,female,46.0,Midlands,college
670173,2024-01-15 12:58:27,variant,0,2.0,Saturday,15.0,0,mobile,paid_search,0,7.0,230.7607848241988,1.0,0,1,0,,male,20.0,North,college
759868,2024-02-06 23:32:26,control,1,17.0,Wednesday,16.0,0,mobile,paid_search,1,4.0,29.375447148610075,0.0,0,1,0,113.5411459874005,female,24.0,London,college
490950,2024-01-31 01:36:14,variant,0,16.0,Wednesday,10.0,1,desktop,email,0,11.0,117.16916482005752,2.0,0,1,0,,male,45.0,Wales,graduate
365976,2024-02-02 12:06:21,variant,0,5.0,Friday,16.0,1,desktop,paid_search,4,10.0,162.26131290077362,,0,1,0,,male,40.0,South,high_school
209666,2024-01-07 06:39:45,variant,0,2.0,Friday,,1,desktop,social,4,5.0,73.54161893866541,1.0,0,0,0,,male,36.0,North,college
776698,2024-01-31 23:47:16,control,0,6.0,Sunday,21.0,0,mobile,social,1,5.0,111.4811238240014,1.0,0,1,0,,female,55.0,Midlands,graduate
657427,2024-02-28 09:26:11,variant,0,5.0,Wednesday,10.0,0,desktop,social,2,6.0,68.49328028589471,2.0,0,1,0,,male,53.0,Midlands,high_school
833249,2024-01-20 22:59:49,variant,0,22.0,Tuesday,11.0,1,mobile,organic,2,9.0,168.50464672735302,1.0,0,1,0,,male,74.0,South,high_school
521945,2024-02-19 15:41:44,variant,0,81.0,Thursday,9.0,0,mobile,paid_search,2,6.0,200.2367794070971,2.0,0,1,0,,male,34.0,London,college
509639,2024-01-16 23:50:32,variant,1,31.0,Wednesday,14.0,0,mobile,email,2,12.0,165.95935089806184,1.0,0,0,0,89.0498361828816,male,39.0,South,graduate
238056,2024-02-05 00:13:49,variant,0,4.0,Tuesday,8.0,1,mobile,paid_search,2,6.0,310.34225958366443,1.0,0,1,0,,male,58.0,London,high_school
214698,2024-01-02 21:12:52,control,0,89.0,Sunday,21.0,0,mobile,organic,1,6.0,221.97708074212463,0.0,0,1,0,,female,32.0,Wales,high_school
127234,2024-01-17 05:51:53,variant,0,5.0,Monday,15.0,1,mobile,social,2,9.0,119.47869411677478,0.0,0,1,0,,other,36.0,South,college
847962,2024-02-21 12:58:26,variant,0,14.0,Wednesday,9.0,1,desktop,organic,5,11.0,158.1161388526969,2.0,1,1,0,,male,55.0,South,college
679195,2024-02-27 08:59:31,variant,0,33.0,,11.0,1,mobile,paid_search,0,9.0,41.99992807529191,2.0,0,1,1,,male,51.0,Midlands,college
28197,2024-02-22 12:50:42,control,0,3.0,Thursday,18.0,0,mobile,paid_search,1,4.0,79.6138834919984,2.0,1,1,0,,female,54.0,North,college
756022,2024-02-01 22:28:03,variant,1,136.0,Friday,,0,mobile,paid_search,0,10.0,53.973312225747904,2.0,0,1,0,89.03809393633831,male,28.0,Midlands,high_school
575537,2024-02-10 03:23:53,control,0,8.0,Tuesday,15.0,0,desktop,organic,2,5.0,41.018543797594745,3.0,0,1,0,,female,52.0,London,high_school
548749,2024-02-16 01:34:05,variant,0,,Friday,17.0,0,mobile,social,1,10.0,136.7624426353941,2.0,0,1,0,,male,50.0,Scotland,graduate
506259,2024-02-12 19:44:00,control,0,43.0,Monday,9.0,0,mobile,organic,2,6.0,91.87671268281302,1.0,0,1,0,,female,42.0,Midlands,college
490742,2024-02-22 20:39:17,control,0,67.0,Saturday,10.0,0,desktop,organic,3,11.0,121.8591649819069,2.0,0,1,0,,female,33.0,North,college
396962,2024-01-27 00:15:22,variant,0,15.0,Friday,18.0,0,desktop,email,4,4.0,171.2098734259797,1.0,1,1,0,,male,49.0,South,college
232747,2024-02-01 22:23:50,control,0,1.0,Saturday,8.0,0,mobile,paid_search,3,4.0,250.34202145850253,,0,0,0,,female,42.0,Midlands,postgraduate
701480,2024-01-15 11:04:48,control,0,2.0,Friday,17.0,1,mobile,organic,2,9.0,61.4257010446293,1.0,1,1,1,,male,69.0,Scotland,high_school
445068,2024-02-29 18:24:16,control,0,40.0,Thursday,19.0,1,mobile,organic,3,9.0,,1.0,0,0,0,,female,62.0,Scotland,postgraduate
366812,2024-01-28 22:36:16,variant,0,125.0,Tuesday,15.0,0,mobile,paid_search,3,11.0,230.39243055489425,0.0,0,0,0,,male,41.0,South,high_school
319425,2024-01-22 22:00:35,control,0,23.0,Tuesday,9.0,1,mobile,email,2,10.0,266.0565983278969,0.0,0,0,0,,female,28.0,Midlands,
386224,2024-01-08 15:23:53,variant,0,16.0,Sunday,18.0,1,mobile,organic,4,10.0,98.1873659115948,1.0,0,0,0,,male,29.0,London,high_school
720565,2024-02-13 12:53:08,control,0,29.0,Wednesday,16.0,0,desktop,paid_search,2,13.0,158.53361630882785,1.0,0,1,0,,female,43.0,London,college
316103,2024-01-22 23:11:17,control,0,,Monday,16.0,1,mobile,organic,2,8.0,,2.0,0,0,0,,female,31.0,South,college
188539,2024-01-11 12:42:05,variant,0,11.0,Sunday,17.0,1,mobile,email,1,7.0,,1.0,0,0,0,,other,55.0,North,high_school
9638,2024-02-08 10:57:05,variant,0,22.0,Wednesday,15.0,1,desktop,paid_search,0,6.0,241.7693956951994,1.0,0,1,0,,male,,Midlands,graduate
79070,2024-01-16 16:04:10,control,0,1.0,Saturday,1.0,1,mobile,organic,2,6.0,256.4590483577828,1.0,0,0,0,,female,55.0,,graduate
5001,2024-01-31 17:40:31,variant,0,3.0,Wednesday,15.0,0,mobile,paid_search,3,7.0,244.7636344717285,1.0,0,1,0,,other,37.0,North,high_school
853805,2024-02-17 15:14:52,control,0,21.0,Thursday,14.0,0,mobile,social,2,7.0,102.26417172317412,,0,0,0,,female,49.0,London,college
